S. No.,text,task_1
3082,তহতে সাংবাদিকতাৰ পাঠ্যক্ৰম পঢ়ি সাংবাদিকতা কৰা নাই বাবেই এইবোৰ সষ্টীয়া বাতৰি পৰিবেশন কৰিব লগা হৈছে।,HOF
3083,কুকুৰ আলি হয় শুকুৰ আলি নহয় দেই,HOF
3084,ছোৱালীৰ জনিৰ ঘৰত মা দেউতা আৰু ভাই ককাই কোনো নাই চাগে,HOF
3085,ন্যায় লাগে,NOT
3086,সাংবাদিক হৈ এজন মানুহক ইমান ইনচাল্ট দিয়াটো ভাল নালাগিল,HOF
3087,তাই কেইবাৰ হাগিলে মোতিলে খবৰটো কৰিব,HOF
3088,এই দুনীয়াত গুৰু-গোসাই বুলিবলৈ আৰু একো নাই,NOT
3089,পুলিচৰ ফুল পাওয়াৰ দিব লাগে,NOT
3090,শিখা ৰানিয়ে এই ছোৱালী বিলাকৰ হৈ মাত্ নামাতে,HOF
3091,নাৰী সকলে যেতিয়ালৈকে নগ্ন হৈ যাৰ তাৰ লগত যৌন সম্পৰ্ক নকৰিব তেতিয়ালৈকে নাৰী অধিকাৰ সাব্যস্ত নহয়,HOF
3092,"কিন্তু আপোনাৰ দৰে লিবাৰেল হিন্দুৰ অভাৱ নাই হিন্দু ধৰ্মত , ",HOF
3093,তাইক আইনে সোনকালে শেষ কৰক,HOF
3094,পিঠিত ভুলোকা পৰিলে গম পাবি,HOF
3095,এইজনীয়ে দেখোন সাংঘাটিক ফটো দিয়ে,NOT
3096,চৰকাৰে নিজে জনতাৰ ভোটেৰেহে ৰজা হৈছে গতিকে জনতাই মনত পেলাই দিলে হে দেখিব এইটো সাধাৰণ কথা ।,HOF
3097,অতুল বোলা জনে হুনিছে নে?????,HOF
3098,বহুত গুৰুত্বপূৰ্ণ বাতৰি পৰিবেশন কৰিলে।,NOT
3099,নেপাই বুজিছ মানুহক ইমান বুৰ্বক বনাবলৈ 😠 তহঁতি কিমান জনক সহায় কৰি পাইছ ।,HOF
3100,তোমাৰ ভিদেও নোচোৱাকৈ like হে মাৰি দিওঁ আৰু।,NOT
3101,"হিজৰা টো কিয় বা ইমান উৎপাত কৰি থাকে,বুজিয়ে নাপাওঁ।",HOF
3102,বুঢ়া শগুণ,HOF
3103,বুঢ়ী নাচনী তাতে চেলাউৰী নাই কেলা মনালিছা নেকি?,HOF
3104,এইবিলাকেৰে অসমৰ পৰিচয় নহয়,HOF
3105,আৰু স্বাধীনতা আন্দোলনৰ সময়ত বঙালী জাতিটোৰ অবদান আছে,HOF
3106,তুমি মহান,NOT
3107,TV ত চালো উত্তৰ প্ৰদেশৰ মোৰাদাবাদৰ ঘটনা ।,NOT
3108,এই তিনি জনৰ ভৰিত ৰচি লগাই উলমায় থব লাগে,HOF
3109,আপোনাৰ পেংকল বিলাক চাই বিৰাট ভাল লাগে 🥰 wait কৰি থাকো সদায়,NOT
3110,গুৰী মাৰি দিম বানদৰ সালা,HOF
3111,তহতৰ বালৰ ডম বাংলাদেশত কত যায়,HOF
3112,"আজিকালি নাৰীৰ কথা বিশ্বাস কৰিব নোৱাৰি, কিছুমানে তিলটোকে তালটো কৰে ",NOT
3113,বেয়া নাপাব আপোনাৰ মন্তব্য লগত মই একমত নহয়।,NOT
3114,"তই টিভি বা মোবাইল চাবি তেতিয়া চোৰ ,ধৰ্ষণ কাৰি গম পাবি।",HOF
3115,কচু কচু আৰু পাবি,HOF
3116,ভাই তুমি না 😬মই আৰু ভাবিছিলো।,NOT
3117,অসম পুলিচৰ লাজ লগা নাই নে ।,HOF
3118,উক্ত মতক১০০%সমৰ্থন কৰো৷,NOT
3119,ইহঁতৰ কটিত জুই লাগিলেই কেলা । বৰ বেইমান জাতি বে ।,HOF
3120,সিহঁতে আকৌ আসমত বাঙালি সংগঠন কৰি। অসমীয়া হবলৈ লাগে।,HOF
3121,এই বঙালীটোৰ মালটা কাতি পেলাই দিলে ভাল হব,HOF
3122,হিমন্তৰ একটিং দেখি বহুত হাঁহিলো,NOT
3123,"অপ্ৰিয় হলেও, আমাৰ অত্যধিক সহনশীলতাৰ কাৰনেই এতিয়া এনেকুৱা পৰিস্থিতি হবলৈ পালে। ",NOT
3124,আমি অসমীয়াই তাইক এঘৰীয়া কৰিম |,HOF
3125,মুৰৰ কামোৰণি তহত।,HOF
3126,কালা ছাগল হেৰাইছে নেকি কৰোবাৰ?,HOF
3127,চেতজনীৰ নিউজ বিলাক কিয় দি থাক বে,HOF
3128,মদাহীৰ নিচিনা কথা কৈ থকা দেখা পাইছোঁ,HOF
3129,কামবোৰ চাই লওঁক মহাশয়। থিউৰিটিকেল প্ৰশ্ন কৰাতকৈ sukur ali কামবোৰ ৰাইজক দেখাওঁক।,HOF
3130,বাঘ হাজৰিকাৰ দৰে জপিয়াই পৰক। সিহতে পাহৰিছে চাগে সিহতক বনুৱা হিছাপে অসমত আনিছিল।,HOF
3131,বেছিভাগ প্ৰতিনিধিয়ে তেওঁক আছূত থকাটো বিচাৰিছে।,NOT
3132,লেংটা হৈ ঘূৰিলে আৰু ভাল দেখাব,HOF
3133,এইটোৰ কাৰণে অপেক্ষা আছিল,NOT
3134,"পাগল..., ফটোৱামিৰ শেষ",HOF
3135,"11.6k ,,,কম সময়ত উন্নতি দেখিছো কিন্তু শুকুৰৰ নিচাই পাগল কৰিলে কমি আহিব পাৰে।",HOF
3136,",,,সাংঘাতিক কেইটাই কেমেৰাতো পাৰিলে আৰু ",NOT
3137,ছয়তানৰ বংশ,HOF
3138,এইজনীক বহুত বেয়াকে কবলে মন গৈছে । নকও আৰু ঘেণ্টাজনীক ।চাল্লা ওস্তাদৰো অলপ সীমা থাকে দেই !!,HOF
3139,আৰু পাৰিলে মানসিকতা সলনি কৰিবা,HOF
3140,এয়াই হিন্দু ধৰ্ম,NOT
3141,পুৰনি গেদাই ভাত পুৱা নাই তাতে আকৌ নতুন গেদা,HOF
3142,এইজনীক দেখিলে ঘিন লাগে থূ,HOF
3143,"হিন্দু- মুছলিম, জাত-পাত অবিহনে ৰাজনীতি কৰিব নোৱাৰে।",HOF
3144,জীৱ-জন্তু টোৰ নিচিনা 10জন 20জন জন্ম দিয়াৰ বাবে সিহঁতক গেদা গেদী বুলি কোৱা হয়।,HOF
3145,লেংটা হৈ থাকা কোনেও একো নকয়,HOF
3146,300 টকা দিম বুলিলে দিব পাৰে ।,NOT
3147,বহুত বেয়াকৈ কব মন যায়,HOF
3148,এৰি দিয়া নহব অসমৰ মাটি,NOT
3149,পাশান আলী ওপি রেফ সং এমোন রেফ সং দেইখা মনে হচ্ছে এমন একটি সিঙ্গার আমাদের দেশে আছে সো সুপার সং সুপার,NOT
3150,প্ৰভু আপুনি মহান কেলা।জয় আই অসম। কা আমি নামানো।,HOF
3151,যাৰ  অলপ ভাল দেখে মানুহে তেওঁৰেই কিবা নহয় কিবা উলিয়াই থাকে ।,NOT
3152,ছয়গাঁও জিলা কেতিয়া ঘোষণা কৰা হৈছে অলপ জনাবনে?,NOT
3153,বৃক্ষ তোমার নাম কী ফলে পরিচয়,HOF
3154,কেজৰিৱালক কি দেখুৱাব চৰকাৰী বিদ্যালয়ত ভাল পায়খানাই নায়,HOF
3155,সকলো ছোৱালী টকা পাগল হয়,HOF
3156,আপোনি সদায়েই অসমৰ বাৱে মাত মাতি থাকক।আসমত মাত মতা মানুহ নাই।,HOF
3157,থিক কথা কৈছা লহকৰ এই বিলাক হৈছে আমাৰ নেতা 😂😂😂😂,NOT
3158,নহ’লে তাই Media পৰা নিজক নুলুকালেহেতেন ৷,NOT
3159,ভাল বাতৰি নাই নেকি।,NOT
3160,"ছোৱালী জনী সচাঁই পগলা নেকি বাৰু,,,,তাই কি কি পিন্ধিব আৰু ,,,,, ,?",HOF
3161,"উলংগ নাৰী, উলংগ সংস্কৃতি, নাৰী নামৰ কলংক এইবোৰ প্ৰজাৰ কৰি ভাল পাষ। ",HOF
3162,মই থাকবে লাগছি তাত কেলা,HOF
3163,কি হব এনেকে হলে দাঙৰীয়া ।,HOF
3164,লোভেই পাপ পাপেই মৃত্যু,NOT
3165,এইজন মিঞাহে হ'ব,HOF
3166,ছাৰ কাগজৰ কথা কৈ লাভ না মই ২০২১ চনত ইনকাম ছাৰটিফিকেটৰ কাৰণে এপ্লাই কৰিছু এতিয়াও অহা নাই সেইটো কি কব,HOF
3167,এই দুটাক গ্ৰেপ্তাৰ কৰিব লাগে অতি সোনকালে,NOT
3168,"আপুনি নিজ চেনেলত আহি নিজৰ কথাৰ ফুলজাৰি মাৰিলেই নহব ,,,,অসমীয়া জাতিটোৰ কথা ভাৱক",NOT
