Id|sentence|span|bio
2058|BTW you are not wrong about Mildura , I went through there in mid 2000 and there was n't a non-White in sight but late last year when I went through there all I saw were islanders , indians , asians , and whatever other crap little johnnie could get dumped into the country . |{'start': [20, 45, 50], 'end': [20, 45, 50]}|O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O B O O O O B O O O O
2059|I mean . You've stooped this low after serving bricks how is this acceptable . How . Like . If viewers could vote a team off , bye @user. #mkr|{'start': [4, 29], 'end': [6, 29]}|O O O O B I I O O O O O O O O O O O O O O O O O O O O O O B
2060|I knew bobby shmruda respected women when he said ' if you aint a hoe get up out my traphouse ! ' Legendary|{'start': [14], 'end': [14]}|O O O O O O O O O O O O O O B O O O O O O O O
2061|shot by a muzzie that reported to a dyke who answered to a leftist mudshark in communist mn yeah i believe it|{'start': [3, 8, 13], 'end': [3, 8, 14]}|O O O B O O O O B O O O O B I O O O O O O O
2062|okay bitch , fuck off itâ  s not your business fall in a hole and get anal fucked by satan s horn ! BITCH @user |{'start': [1, 3, 15], 'end': [1, 3, 15]}|O B O B O O O O O O O O O O O B O O O O O O O O O
2063|Black is a color but the Negroids more than not resemble a walking pile of feces with arms and legs ... they even stink !|{'start': [0, 6, 13], 'end': [0, 6, 15]}|B O O O O O B O O O O O O B I I O O O O O O O O O
2064|how about donating flights to deport the Invaders back to their homeland . #StopTheInvasion #DeportThemAll @url|{'start': [5, 13, 14], 'end': [5, 13, 14]}|O O O O O B O O O O O O O B I O
2065|The only thing manipulated here are the minds of few foreigners , who reckon they can live amongest superiour , pagan blood . |{'start': [20], 'end': [20]}|O O O O O O O O O O O O O O O O O O O O B O O
2066|People who criticize Islam and its traits in our country - rape gangs and terrorism - are being banned, but this will not end well. People are driven to the right - the only ones who can openly talk about it!|{'start': [3, 11], 'end': [6, 14]}|O O O B I I I O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O
2067|Ladies you want equal rights ? Well in that case my lawn needs cutting , my car needs an oil change , and my ass needs wiping . #GetToIt |{'start': [24], 'end': [24]}|O O O O O O O O O O O O O O O O O O O O O O O O B O O O O
2068|You have a new guy every week ... I don't even floss that often . You have a fucking problem #WomenSuck|{'start': [18, 20], 'end': [18, 20]}|O O O O O O O O O O O O O O O O O O B O B
2069|@user lmao oh ok i ama talking bout a dyke in the line he need to let you text him your picks and bring the bread|{'start': [9], 'end': [9]}|O O O O O O O O O B O O O O O O O O O O O O O O O O
2070|IF WOMEN BLEED SO MUCH ONCE A MONTH HOW DO THEY STAY ALIVE ? BECAUSE THEY'RE #DEMONS #WOMENAREDEMONS #BITCHBLOOD ! !|{'start': [16, 17, 18], 'end': [16, 17, 18]}|O O O O O O O O O O O O O O O O B I I O O
2071|then quit talking like a kike yenta ya fat pig the world is chock full of pieces of shit white race traitors like you cunt|{'start': [5, 18, 24], 'end': [5, 21, 24]}|O O O O O B O O O O O O O O O O O O B I I I O O B
2072|@user @user She just keeps digging that a women are stupid if they didnt vote for me hole deeper and deeper .|{'start': [19], 'end': [19]}|O O O O O O O O O O O O O O O O O O O B O O
2073|@user @user @user @user @user bitch that was same rape case from last year try again|{'start': [5, 9], 'end': [5, 9]}|O O O O O B O O O B O O O O O O
2074|Ladies we dont hate you for your size or looks , we hate you becuase youre all conniving bitches with no souls ! #WomenSuck |{'start': [3, 12, 18, 23], 'end': [3, 12, 18, 23]}|O O O B O O O O O O O O B O O O O O B O O O O B
2075|when i was young i used a stick to wipe a wet dog turd on a little toddler nigger girl and we laughed so hard omg|{'start': [18], 'end': [18]}|O O O O O O O O O O O O O O O O O O B O O O O O O O
2076|Democratic Party has moved so far to the left , icons such as JFK & Martin Luther King would be considered too conservative for these zealots . Do they understand what they are doing to this country ? See ISSUES #POTUS #MAGA #KAG #WalkAway #NoDACA #Trump #VoteRed #BuildTheWall |{'start': [47], 'end': [47]}|O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B
2077|@user ... I fuckin ' want OUT > I'm tired of this bullshit faggot ass , closet racist , wannabe-commune-without-railroad state > #Cali |{'start': [3, 12], 'end': [3, 14]}|O O O B O O O O O O O O B I I O O O O O O O O
2078|i keep trying to start a petition to make abortion clinics throw the white babies in a separate dumpster from the nigger babies but they keep taking my petition down and now i must be banned cuz i cant start a new one|{'start': [21], 'end': [21]}|O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O
2079|@user @user @user @user @user better NOT take #AugustRecess until NO $ on #IllegalAliens ! #NoAmnesty 4 #DACA #BuildTheWall #SendThemBack #DeportThemAll #ImmigrationReform #NoVisaLottery #EndChainMigration #EndSanctuaryCities #VoterI|{'start': [13, 18, 19, 20], 'end': [13, 18, 19, 20]}|O O O O O O O O O O O O O B O O O O B I I O O O O O
2080|is luke ford on a mission to infiltrate the altright to prove his kike conversion bona fides|{'start': [7, 13], 'end': [9, 14]}|O O O O O O O B I I O O O B I O O
2081|@user : Dudes shaving without it being for an athletic purpose is gay af ; you're retarded .|{'start': [12, 13, 16], 'end': [12, 13, 16]}|O O O O O O O O O O O O B I O O B O
2082|To solve all our problems it is enough to burn down mosques and the Koran.|{'start': [9], 'end': [14]}|O O O O O O O O O B I I I I I
2083|knuckle up cause I'll fight for mines Yo pussy petty , U wasting time .. U seasonal , part time U get fucked up fuckin w / mine U lil bitch |{'start': [8, 22, 30], 'end': [8, 24, 30]}|O O O O O O O O B O O O O O O O O O O O O O B I I O O O O O B
2084|@user i am just sad that i as a white person apparently no longer have the right to trespass a black person domicile and stand my ground and murder them in cold blood what is this country coming to|{'start': [28], 'end': [32]}|O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I O O O O O O
2085|Dhimmi France Outlaws Catcalling After Paris Woman Attacked By Street Rapefugee @url|{'start': [10], 'end': [10]}|O O O O O O O O O O B O
2086|Hoes think just cause they don't reply it means there's no answer / no consequences . Lmao BITCH no reply means you guilty as shit|{'start': [0, 17], 'end': [0, 17]}|B O O O O O O O O O O O O O O O O B O O O O O O O
2087|Would be awesome , lol , great idea @user @user #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike enough already |{'start': [10, 11], 'end': [10, 11]}|O O O O O O O O O O B I O O O O O
2088|two of the people i am really getting sick and tired of seeing as guests on these evening news programs are that wild eyed gook malkin and the physically retarded jew krauthammer i change the channel when they come on there are others the list is growing|{'start': [24, 28], 'end': [24, 30]}|O O O O O O O O O O O O O O O O O O O O O O O O B O O O B I I O O O O O O O O O O O O O O O O
2089|old dude just opened the sauna door stared in here for seconds and walked away close the door faggot|{'start': [18], 'end': [18]}|O O O O O O O O O O O O O O O O O O B
2090|my bitch cunt supervisor can never keep my name outta her mouth|{'start': [1], 'end': [2]}|O B I O O O O O O O O O
2091|should be a public hanging using a short drop that way the body jerks in the breeze sends a powerful message to any other nigger who thinks it can put its paws on a white woman|{'start': [24], 'end': [24]}|O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O
2092|Can you bitches stop pulling ya pants up above your belly button , you look like my fuckin grandfather |{'start': [2, 17], 'end': [2, 17]}|O O B O O O O O O O O O O O O O O B O
2093|Islam oppresses and persecutes gay and women.|{'start': [0], 'end': [6]}|B I I I I I I
2094|that his sister sheboon friend melissa is apparently dating some blonde dude|{'start': [3], 'end': [3]}|O O O B O O O O O O O O
2095|police psychos have always been there i remember their racist hate towards pakis but we all hated the creeps i remember their sexist hate towards women entering the police force now the psycho police protect the pakis and still hate females bully boys on cocaine free from the pakis|{'start': [12, 36, 48], 'end': [12, 36, 48]}|O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O B
2096|@user One less little nigger that would grow up into a big nigger .|{'start': [4, 12], 'end': [4, 12]}|O O O O B O O O O O O O B O
2097|niggas say hahahaha you live with your mom hahaha you must be poor nigger i just spent money on a new computer for my mom kindly fuck off pls kthx|{'start': [0, 12, 26], 'end': [0, 13, 27]}|B O O O O O O O O O O O B I O O O O O O O O O O O O B I O O
2098|kike vs kike|{'start': [0, 2], 'end': [0, 2]}|B O B
2099|"@user Ur pal @user threat 2 "" apostate kufar "" "" I cld cut ur neck w / sword of islam watch u squeal like a bitch like Daniel Pearl "" "|{'start': [13, 20, 26], 'end': [13, 20, 26]}|O O O O O O O O O O O O O B O O O O O O B O O O O O B O O O O
2100|* Fires back * hoe ass bitch with a big ass forehead ­ I knowwwwww|{'start': [4, 10], 'end': [6, 10]}|O O O O B I I O O O B O O O O
2101|CBS : Driver an Illegal Alien was drunk , high at time of fatal Donna crash that killed 6 year old girl . Yet another victim whose life was stolen by an illegal alien.When will you end this ? #BuildTheWall #NoAmnesty #NoDACA #DeportThemAll |{'start': [4, 32, 39, 42], 'end': [5, 33, 39, 42]}|O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O B O O B
2102|They've made it almost impossible for Men to be dominant , in the matriarchal western society . fuckfeminism |{'start': [17], 'end': [17]}|O O O O O O O O O O O O O O O O O B
2103|you want to know what the villagers think about you they fucking hate you|{'start': [11], 'end': [11]}|O O O O O O O O O O O B O O
2104|The illegal aliens are treated better than American children with facilities that are luxurious and the liberal socialists want to abolish ICE . #BuildThatWall @user|{'start': [1, 23], 'end': [2, 23]}|O B I O O O O O O O O O O O O O O O O O O O O B O
2105|Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!|{'start': [5, 17, 24, 31], 'end': [13, 22, 30, 35]}|O O O O O B I I I I I I I I O O O B I I I I I O B I I I I I I I I I I I
2106|iDntWearCondoms : Stop stalkin your girl social media u bitch ass nigga|{'start': [1, 9], 'end': [2, 11]}|O B I O O O O O O B I I
2107|PHOTOS : Trump's border wall under construction #BuildThatWall #BuildTheWall #WalkAwayFromDemocrats2018|{'start': [7, 8, 9], 'end': [7, 8, 9]}|O O O O O O O B I I
2108|i am just down the road to you.welcome to the board.it breaks my heart every time i go to Galway city and see the amount of blacks there.the other week i was walking down shop street and there was a moslem standing in the street selling copies of the koran|{'start': [26], 'end': [26]}|O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O
2109|Our children are taught Islamic ideologies. It is awful!|{'start': [4], 'end': [5]}|O O O O B I O O O
2110|i did not own any slaves my ancestors never owned a slave i work my ass off for every dollar i get so shove this crap up your bigoted thieving nigger ass ms never was a slave|{'start': [23], 'end': [31]}|O O O O O O O O O O O O O O O O O O O O O O O B I I I I I I I I O O O O O
2111|i keep finding out that these bitches i am stanning are like |{'start': [6], 'end': [6]}|O O O O O O B O O O O O
2112|i just said that RT @user : My TL gotta chill with this pretty face challenge foolishness , y'all hoes agg |{'start': [19], 'end': [19]}|O O O O O O O O O O O O O O O O O O O B O
2113|Illegal Alien Heroin Dealer Has Been Charged 41 Times In 10 Years via @user anyone explain to me why ? #BuildTheWall #NoAmnesty #EndChainMigration #BanSanctuaryCities #EnforceUSLaws8 US Code 1325This FELON should never have been Free !|{'start': [0, 20, 22], 'end': [1, 20, 22]}|B I O O O O O O O O O O O O O O O O O O B O B O O O O O O O O O O O O
2114|brexit kick out sandnigger child rapists|{'start': [3], 'end': [5]}|O O O B I I
2115|when you wanna be white really really bad but you are just a fucking wetback|{'start': [13], 'end': [14]}|O O O O O O O O O O O O O B I
2116|lmaoaoao these niggas are strags|{'start': [2], 'end': [2]}|O O B O O
2117|well i apologise for any ozeez that might have forgotten that we can take the piss but go too hard and somethings amiss i do find that seppos do not understand aussie british humour and can take things personally everyones a liberal snowflake to an aussie and then they imported muzzies here damit|{'start': [11, 50], 'end': [22, 50]}|O O O O O O O O O O O B I I I I I I I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O
2118|You should not trust anyone in an Islamic area if you are an English girl: if someone offers you something do not take it and pay attention also to the police.|{'start': [2], 'end': [8]}|O O B I I I I I I O O O O O O O O O O O O O O O O O O O O O O
2119|A mud is a mud is a mud that ' s all there is to it .|{'start': [1], 'end': [1]}|O B O O O O O O O O O O O O O O O
2120|@user dude there all good except woah and extravagant prob weirdo hoes|{'start': [8], 'end': [11]}|O O O O O O O O B I I I
2121|A puppet in the hands of the Jews were Zionist Jewish States of America and the Bolshevik Soviet Union .|{'start': [7], 'end': [7]}|O O O O O O O B O O O O O O O O O O O O
